showpart,signature,bpm,num_bars,transition,color
klickintro,4/4,210.0,2,instant,#ffffff
riff,4/4,210.0,4,instant,#0040ff
chorus,4/4,210.0,20,instant,#ff0080
outro,4/4,210.0,10,instant,#ff0000
